nombre,edad,altura,peso,posiciones,pie preferido,velocidad,disparo,pase,manejo,defensa,estado fisico
Beñat Etxebarria Urkiaga,32,177,76,CM,Derecho,49,73,84,74,67,71
Benedikt Höwedes,31,188,77,"CB, LB",Derecho,52,48,62,63,82,74
Moussa Sissoko,29,187,91,"CM, CDM",Derecho,80,70,78,79,79,89
Marco Parolo,34,184,75,"CDM, CM",Derecho,64,76,76,75,79,79
Fernando Francisco Reges,31,183,76,"CDM, CM",Derecho,61,62,71,70,81,82
Osvaldo Nicolás Fabián Gaitán,31,173,66,CAM,Izquierdo,78,72,80,82,41,58
Sebastian Giovinco,32,163,61,"CF, ST, RM",Derecho,81,79,79,87,27,56
Luiz Gustavo Dias,31,187,78,"CDM, CB",Izquierdo,58,60,69,69,80,82
Nicolas N'Koulou,29,184,77,CB,Derecho,70,44,64,70,82,74
Nemanja Matić,30,194,85,"CDM, CM",Izquierdo,48,68,77,72,80,78
Marcos Alonso Mendoza,28,188,87,"LB, LWB",Izquierdo,66,73,79,77,79,79
Henrikh Mkhitaryan,30,177,75,"RM, CAM, RW",Derecho,78,76,78,83,55,66
André Gomes Magalhaes de Almeida,28,185,80,RB,Derecho,68,63,76,75,82,82
Alessandro  Florenzi,28,173,67,"RB, RW, LW",Derecho,82,77,76,80,77,73
Eran Zahavi,31,182,71,"CF, ST",Derecho,75,81,73,82,39,70
Franco Vázquez,30,186,82,"CM, CAM",Izquierdo,56,78,80,81,58,72
Lucas Vázquez Iglesias,28,173,70,"RW, RM",Derecho,82,73,79,82,58,69
Daniel García Carrillo,29,180,80,"CM, CDM",Derecho,42,69,73,75,78,79
Marcos Javier Acuña,27,172,69,"LW, LB",Izquierdo,76,74,81,86,76,84
Laureano Thomas Santeiro Marre,31,171,63,"CAM, LM, LW",Izquierdo,82,72,77,83,26,51
Jaime Nicolás Frendado,35,181,82,"CB, CDM",Derecho,71,61,57,62,82,75
Saúl Marcelo Ardero,31,171,63,"CAM, LM, LW",Izquierdo,82,72,77,83,26,51
Luis Roberto Dálves,27,188,83,"ST, CF",Derecho,80,82,60,71,34,75
Segundo Mandíquez,30,188,84,ST,Derecho,80,80,56,74,29,80
João Félix Sequeira,19,181,70,"CF, ST",Derecho,82,80,74,81,40,70
Nicolò Barella,22,175,68,"CM, CAM",Derecho,76,66,78,80,74,69
Joe Gomez,22,188,77,"CB, RB",Derecho,81,30,64,68,79,76
Andreas Christensen,23,187,81,CB,Derecho,68,31,63,68,82,72
Youri Tielemans,22,176,72,"CM, CDM",Derecho,63,78,82,78,68,67
Mario Hermoso Canseco,24,184,75,CB,Izquierdo,79,49,72,71,79,77
Carlos Soler Barragán,22,180,76,"RM, CM",Derecho,77,74,81,78,62,68
Mattia Caldara,25,187,80,CB,Derecho,64,34,46,63,83,74
Harry Winks,23,176,74,"CM, CDM",Derecho,70,58,77,83,71,66
Krzysztof Piątek,24,183,77,ST,Derecho,76,80,53,73,38,71
Diogo José Teixeira da Silva,22,178,73,"CF, LW",Derecho,83,77,70,84,53,76
Marcos Llorente Moreno,24,184,74,CDM,Derecho,58,50,73,71,77,73
Ferland Mendy,24,180,73,LB,Izquierdo,89,64,73,79,75,81
Óscar Melendo Jiménez,21,167,63,"RM, LM, CAM",Izquierdo,82,71,77,82,55,61
Rúben Alves Dias,22,186,82,CB,Derecho,64,38,50,59,81,83
Héctor Bellerín Moruno,24,178,74,"RB, RWB",Derecho,92,51,70,78,76,66
Benjamin Mendy,24,185,85,LB,Izquierdo,81,51,77,77,77,77
Moussa Dembélé,22,183,74,ST,Derecho,82,77,61,76,30,81
Santiago Mina Lorenzo,23,181,77,ST,Derecho,77,79,69,78,53,72
Marcos Paulo Mesquita Lopes,23,174,68,"LM, LW",Izquierdo,79,75,76,83,30,57
Joaquín Correa,24,188,77,"CF, ST, CAM",Derecho,84,75,75,85,39,67
Tiémoué Bakayoko,24,189,85,"CDM, CM",Derecho,66,48,69,74,79,85
Maximilian Eggestein,22,181,75,"CM, CAM, CDM",Derecho,73,70,75,78,73,78
Álvaro Odriozola Arzalluz,23,176,66,RB,Derecho,89,53,71,77,77,69
Maximiliano Gómez,22,186,84,ST,Derecho,64,80,68,72,32,79
Sergi Darder Moll,25,180,71,"CM, CDM",Derecho,45,69,79,80,66,67
Kurt Happy Zouma,24,190,96,CB,Derecho,64,51,59,55,78,83
Leandro Paredes,25,180,75,"CM, CDM",Derecho,71,67,81,79,72,74
Nathan Aké,24,180,75,CB,Izquierdo,75,53,70,71,81,77
Elseid Hysaj,25,182,70,RB,Derecho,79,51,68,75,78,74
André Filipe Tavares Gomes,25,188,84,"CDM, CM",Derecho,65,71,78,80,73,80
Keita Baldé,24,181,80,"RM, ST, LM",Derecho,91,76,72,83,29,69
Julian Weigl,23,186,72,"CDM, CB",Derecho,61,47,75,76,78,66
Valentin Rongier,24,172,70,"CM, CAM",Derecho,64,73,76,80,75,62
Yeray Álvarez López,24,183,78,CB,Derecho,62,49,58,61,81,74
Lorenzo Morón García,25,188,82,ST,Derecho,77,79,59,78,31,72
Ricardo Rodríguez,26,180,77,"LB, CB",Izquierdo,70,67,79,76,78,74
Alex Oxlade-Chamberlain,25,175,70,"CM, RM",Derecho,82,73,78,84,66,73
José Ángel Gómez Campaña,26,179,70,"CM, CDM",Derecho,61,73,81,77,73,72
Aïssa Mandi,27,184,78,CB,Derecho,66,46,74,70,81,72
Gerard Deulofeu Lázaro,25,177,73,"CF, RW, LW",Derecho,88,73,75,87,30,56
Juan Bernat Velasco,26,170,67,"LB, LM",Izquierdo,82,61,78,85,74,66
Michael Keane,26,191,82,CB,Derecho,60,49,62,66,80,79
Juan Fernando Quintero,26,168,67,"CAM, CF",Izquierdo,73,77,81,83,37,50
Samuel Castillejo Azuaga,24,182,67,"RM, LM, CM",Izquierdo,82,73,78,82,43,52
Ante Rebić,25,185,78,"ST, LW, CAM",Derecho,88,80,70,78,39,81
Eric Bailly,25,186,77,CB,Derecho,76,42,58,62,79,80
Miguel Almirón,25,174,63,"LW, CF",Izquierdo,89,74,76,82,48,63
Manuel Lazzari,25,174,67,RM,Derecho,88,62,76,81,54,62
Manuel Lanzini,26,167,59,"CAM, CM, LM",Derecho,77,72,78,85,32,50
Sergi Gómez Solà,27,185,80,CB,Derecho,64,41,65,63,81,75
Hans Vanaken,26,195,80,"CAM, CF",Derecho,48,76,81,77,65,73
Martin Hinteregger,26,184,83,CB,Izquierdo,68,61,64,59,81,80
Matija Nastasić,26,188,83,CB,Izquierdo,71,32,63,54,82,74
Gabriel Appelt Pires,25,187,82,"CM, CDM",Izquierdo,63,74,77,79,76,83
Callum Wilson,27,180,66,ST,Derecho,87,78,67,77,39,75
Josuha Guilavogui,28,188,77,"CDM, CM",Derecho,59,59,67,65,83,79
Davy Klaassen,26,179,70,"CM, CAM",Derecho,65,78,74,75,70,75
Pavel Kadeřábek,27,182,81,"RWB, RB, RM",Derecho,77,43,74,75,75,81
Christoph Kramer,28,191,76,"CDM, CM",Derecho,52,49,71,73,77,77
Íñigo Martínez Berridi,28,182,77,CB,Izquierdo,70,56,64,61,80,78
Cristian Portugués Manzanera,27,178,70,"CF, ST, RM",Derecho,81,78,76,81,58,75
Manuel Trigueros Muñoz,27,178,75,"CM, CDM",Derecho,60,73,78,77,70,66
Hakan Çalhanoğlu,25,178,76,"LW, CAM, CM",Derecho,67,75,82,84,59,58
Moanes Dabour,27,182,76,"ST, LM",Derecho,75,78,65,77,32,72
Marcel Halstenberg,27,187,82,LB,Izquierdo,69,66,72,72,80,80
Matias Vecino,27,187,81,CDM,Derecho,67,68,77,80,76,74
Joaquín Sánchez Rodríguez,37,179,75,"LM, ST, RM",Derecho,66,78,83,82,44,56
Wayne Mark Rooney,33,176,83,ST,Derecho,64,81,80,76,56,76
Luís Carlos Almeida da Cunha,32,177,70,"LW, RW",Derecho,72,75,79,86,37,62
Javier Alejandro Mascherano,35,174,73,"CDM, CB",Derecho,66,53,72,68,79,75
André-Pierre Gignac,33,187,91,ST,Derecho,69,82,71,71,43,83
Jorge Molina Vidal,37,188,72,ST,Derecho,39,83,67,70,41,70
Loïc Perrin,33,181,80,CB,Derecho,52,58,69,66,81,76
Charles Dias De Oliveira,35,179,76,ST,Derecho,60,81,61,79,35,67
Ştefan Daniel Radu,32,183,79,CB,Izquierdo,64,64,65,68,83,69
Danny Rose,28,174,76,"LB, LWB",Izquierdo,77,62,74,79,80,75
Erik Lamela,27,184,80,"RM, LM, CAM",Izquierdo,75,77,79,82,51,72
Raúl García Escudero,32,184,83,CAM,Derecho,47,82,80,77,72,81
Ronaldo  Aparecido Rodrigues,36,198,91,CB,Derecho,53,65,62,60,81,71
Daniel Wass,30,181,74,"CM, RB, RM",Derecho,73,77,81,77,76,75
Pedro León Sánchez Gil,32,183,73,RM,Derecho,60,78,85,81,45,59
Ignacio Piatti,34,180,76,"LW, CF, ST",Derecho,73,81,74,85,55,75
Marcelo Alfonso Díaz Rojas,32,166,63,"CDM, CM",Derecho,59,67,81,75,74,75
Mathieu Valbuena,34,165,63,"LM, CAM",Derecho,77,75,80,82,34,48
Lars Bender,30,185,81,"RB, CDM, CM",Derecho,65,64,72,72,83,77
Sven Bender,30,186,81,"CB, CDM",Derecho,65,51,62,60,82,77
Etienne Capoue,30,190,87,"CDM, CM",Derecho,52,71,74,73,78,77
Vitorino Gabriel  Pacheco Antunes,32,176,70,LB,Izquierdo,75,69,76,76,77,72
Federico Julián Fazio,32,195,85,CB,Derecho,33,41,54,53,82,81
長谷 部誠,35,180,72,"CB, CDM",Derecho,53,51,76,71,81,69
Sidnei Rechel da Silva Júnior,29,185,80,CB,Derecho,70,55,61,64,78,82
Diego Perotti,30,179,70,LW,Derecho,75,70,77,86,42,57
Lucas David Pratto,31,187,91,ST,Derecho,71,79,72,75,58,86
Sofiane Feghouli,29,176,75,"RM, RW, CAM",Derecho,86,72,74,83,34,64
Kieran Trippier,28,173,71,"RB, RWB",Derecho,74,60,81,76,78,72
Mateo Pablo Musacchio,28,180,73,CB,Derecho,66,47,63,67,83,72
Yann Gérard M'Vila,29,182,80,"CDM, CM",Derecho,70,61,75,74,75,78
Lars Stindl,30,181,80,CF,Derecho,66,80,78,79,59,72
Fyodor Smolov,29,187,80,ST,Derecho,86,81,70,76,32,73
Steven N'Kemboanza Mike Christopher Nzonzi,30,196,75,"CDM, CM",Derecho,42,55,71,68,79,86
Francis Coquelin,28,177,74,"CM, CDM",Derecho,70,66,75,78,78,77
Givanildo Vieira de Souza,32,179,92,"RM, RW, ST",Izquierdo,78,85,76,80,47,86
Kevin Strootman,29,186,80,"CM, CDM",Izquierdo,57,72,80,73,77,80
Chris Smalling,29,194,81,CB,Derecho,69,47,58,58,79,81
Kamil Glik,31,190,80,CB,Derecho,45,32,44,53,79,82
Eduardo Antonio Salvio,28,172,66,RM,Derecho,86,75,73,84,58,68
Kevin Vogt,27,194,85,CB,Derecho,73,57,71,67,80,79
Roberto Pereyra,28,182,77,"LM, CAM",Derecho,75,73,79,83,61,67
Younès Belhanda,29,179,75,"CAM, CM",Derecho,73,76,78,83,57,71
Sergio Enrich Ametller,29,181,77,ST,Derecho,60,78,70,75,43,78
Dejan Lovren,29,188,84,CB,Derecho,54,40,59,62,80,78
Simone Verdi,26,171,61,"LM, RW",Izquierdo,86,73,80,83,48,53
Luis Fernando Muriel Fruto,28,179,79,ST,Derecho,88,76,68,84,27,68
Domagoj Vida,30,184,76,"CB, RB",Derecho,75,40,59,60,82,79
Ibai Gómez Pérez,29,177,72,"RM, RW, LM",Derecho,76,79,80,81,59,67
Steven Berghuis,27,182,75,RW,Izquierdo,78,77,81,82,36,62
Cristian Tello Herrera,27,178,65,"LM, RM",Derecho,89,75,76,81,48,61
Ismaily Gonçalves dos S.,29,177,78,LB,Izquierdo,82,66,74,81,75,75
Faouzi Ghoulam,28,184,80,LB,Izquierdo,75,64,77,78,78,73
Salif Sané,28,196,85,"CB, CDM",Derecho,62,49,65,63,80,81
Simone Zaza,28,186,84,ST,Izquierdo,76,79,62,77,50,84
Šime Vrsaljko,27,181,76,RB,Derecho,77,55,74,75,79,77
Alejandro Pozuelo Melero,27,170,73,"CAM, CF",Derecho,66,73,78,83,50,60
Raúl Alonso Jiménez Rodríguez,28,188,81,ST,Derecho,78,78,71,75,47,79
Bernard  Anício Caldeira Duarte,26,164,60,LM,Derecho,87,69,76,85,38,44
Taras Stepanenko,29,181,76,CDM,Izquierdo,67,61,72,69,78,80
Iván Marcone,29,183,83,"CDM, CM",Derecho,55,58,73,78,75,83
Jonathan Rodríguez Menéndez,27,179,76,LM,Izquierdo,87,70,79,80,52,68
Jaime Mata Arnaiz,30,185,79,ST,Derecho,72,79,61,75,31,77
Moussa Marega,28,186,83,"ST, RM",Derecho,88,79,63,65,41,90
Everton Jorge Andrade Zanon,35,177,75,"CDM, CM",Derecho,68,62,74,76,78,77
Welington Kauê Dano Nascimento,31,178,69,"LB, LM",Izquierdo,79,54,76,78,75,74
Matías David Baldona,35,177,75,"CDM, CM",Derecho,68,62,74,76,78,77
Mauro Evidio Nérez,31,178,69,"LB, LM",Izquierdo,79,54,76,78,77,74
Vinícius José de Oliveira Júnior,18,176,73,LW,Derecho,93,70,71,85,29,63
Rodrigo Bentancur Colmán,22,187,72,CM,Derecho,70,58,78,81,70,74
Lucas Tolentino Coelho de Lima,21,180,72,"CAM, CM",Izquierdo,76,75,75,81,60,77
Aaron Wan-Bissaka,21,183,72,RB,Derecho,87,50,63,78,80,72
Ibrahima Konaté,20,192,93,CB,Derecho,78,27,54,68,80,78
Mikel Merino Zazón,23,186,83,"CM, CDM, LM",Izquierdo,69,73,77,80,71,74
Sander Berge,21,195,94,"CDM, CM",Derecho,74,49,74,74,76,85
Lorenzo Pellegrini,23,186,77,"CM, CAM, CDM",Derecho,74,68,79,76,72,69
Federico Chiesa,21,175,70,"RW, CF",Derecho,85,74,71,83,44,64
Daniel Olmo Carvajal,21,179,72,"CAM, LM, CM",Derecho,80,76,76,82,48,61
Roman Zobnin,25,182,75,"CDM, CM, LM",Derecho,76,64,75,80,78,73
Allan Saint-Maximin,22,173,67,"RW, LW, ST",Derecho,93,70,70,87,23,63
Cristian David Pavón,23,174,78,"RW, ST, LW",Derecho,91,76,75,79,49,74
Thilo Kehrer,22,186,76,"CB, RB",Derecho,74,44,65,67,78,76
Christian Pulisic,20,177,69,"LW, RW",Derecho,90,68,70,84,36,58
Franck Yannick Kessié,22,183,76,CM,Derecho,72,72,72,77,78,88
Achraf Hakimi Mouh,20,181,73,"LB, RB",Derecho,92,62,72,80,74,74
Diadie Samassékou,23,177,68,"CDM, CM",Derecho,73,49,69,72,77,77
Marc Roca Junqué,22,184,74,"CDM, CM",Izquierdo,61,62,77,73,73,68
Dan-Axel Zagadou,20,196,90,"CB, LB",Izquierdo,62,34,61,50,80,80
Viktor Tsygankov,21,177,69,"RM, LM",Izquierdo,83,73,77,80,47,56
Raúl de Tomás Gómez,24,180,72,ST,Derecho,72,81,60,73,35,71
Ruben Loftus-Cheek,23,191,88,"CM, LM",Derecho,70,67,76,81,62,79
Stanislav Lobotka,24,170,64,"CM, CDM",Derecho,64,63,76,78,70,66
Jason Denayer,24,184,80,CB,Derecho,75,42,63,68,79,78
Lukas Klostermann,23,189,83,"RB, LB",Derecho,85,50,63,71,79,75
Alexandr Golovin,23,180,69,"CAM, CM",Derecho,81,71,75,82,65,67
Abdou Diallo,23,186,79,"CB, LB",Izquierdo,77,37,70,76,78,76
Benjamin Pavard,23,186,76,"CB, RB",Derecho,69,47,72,70,81,74
Milot Rashica,23,177,73,"LW, CF, RW",Derecho,90,78,71,83,44,63
Ben Chilwell,22,178,77,LB,Izquierdo,78,49,71,77,76,75
Wesley Moraes Ferreira da Silva,22,191,94,ST,Derecho,77,76,68,73,38,88
Tomáš Souček,24,192,86,CDM,Derecho,70,68,72,72,79,82
Héctor Junior Firpo Adamés,22,184,78,"LB, LM, LWB",Izquierdo,85,64,72,74,75,76
James  Ward-Prowse,24,173,66,"CM, RM",Derecho,60,71,85,77,62,64
Adnan Januzaj,24,186,76,"RW, RM",Izquierdo,76,76,74,82,29,56
Otávio Edmilson da Silva Monteiro,24,172,71,"RM, CAM, CM",Derecho,75,69,77,84,45,62
Niklas Stark,24,190,88,"CB, CDM",Derecho,78,53,66,67,80,75
Alex Iwobi,23,185,75,"LM, LW, RM",Derecho,80,64,74,83,28,68
Jean-Philippe Gbamin,23,186,83,"CDM, CM, CB",Derecho,80,57,73,74,78,83
Munir El Haddadi,23,175,69,"ST, RW, LM",Izquierdo,84,77,75,81,35,66
José Ángel Esmoris Tasende,22,175,69,LB,Izquierdo,85,64,79,81,72,78
James Maddison,22,175,73,"CAM, CM, LW",Derecho,75,72,82,79,39,57
André Miguel Valente da Silva,23,185,79,ST,Derecho,77,75,63,78,43,75
Richarlison de Andrade,22,181,71,"RM, LM, ST",Derecho,84,77,72,81,45,79
中島 翔哉,24,164,64,"LM, CF",Derecho,90,73,72,83,37,50
Raphael Dias Belloli,22,176,68,"RW, LW",Izquierdo,89,74,74,82,49,70
Eric Dier,25,190,90,"CDM, CB, CM",Derecho,54,63,71,64,80,84
Leandro Trossard,24,172,67,LW,Derecho,83,80,76,82,30,62
Jonathan Castro Otto,25,170,70,"LWB, LB",Derecho,77,52,70,76,78,70
Morgan Sanson,24,180,73,"CM, CAM",Derecho,75,73,78,77,70,75
Jefferson Andrés Lerma Solís,24,179,70,"CDM, CM",Derecho,73,64,72,73,78,80
Léo Dubois,24,178,73,RB,Derecho,74,61,75,75,77,73
Florian Grillitsch,23,187,77,"CM, CDM",Derecho,64,59,77,77,68,66
Leandro Cabrera,27,187,80,"CB, LB",Izquierdo,58,31,58,57,79,80
Ross Barkley,25,185,87,"CAM, CM",Derecho,70,73,77,80,56,73
Jeison Fabián Murillo Cerón,27,182,78,CB,Derecho,75,40,59,63,79,80
James Tarkowski,26,192,81,CB,Derecho,58,45,66,63,79,78
John Anthony Brooks,26,193,78,CB,Izquierdo,71,39,58,64,80,75
Michy Batshuayi Tunga,25,185,88,ST,Derecho,76,79,58,78,33,72
Maximilian Arnold,25,184,74,"CM, CDM, CAM",Izquierdo,65,80,76,77,70,69
Sead Kolašinac,26,183,85,"LB, LWB",Izquierdo,75,62,72,73,75,87
Fabian Schär,27,188,84,CB,Derecho,62,66,71,69,80,75
Ricardo Jorge da Luz Horta,24,173,63,LW,Derecho,76,76,76,81,42,55
Lucas Alario,26,184,78,ST,Derecho,71,77,59,75,29,75
Mariano Díaz Mejía,25,180,76,ST,Derecho,82,80,61,73,45,80
Ruben Aguilar,26,172,71,"RB, RWB",Derecho,84,53,69,76,75,73
Fabián Balbuena,27,188,85,CB,Derecho,56,40,52,50,80,79
Shkodran Mustafi,27,184,82,CB,Derecho,60,57,63,61,77,77
Germán Alejandro Pezzella,28,186,81,CB,Derecho,56,49,47,56,80,76
Danny  Vieira da Costa,25,187,85,"RWB, RM, RB",Derecho,81,50,70,72,76,81
Willy Boly,28,195,97,CB,Derecho,64,35,62,61,78,82
Ben Davies,26,182,76,"LB, LWB",Izquierdo,73,58,75,75,78,74
Frederico R. de Paula Santos,26,169,64,CM,Izquierdo,76,73,75,80,74,69
Mbwana Ally Samatta,26,183,80,ST,Derecho,85,78,66,73,32,74
Diego Carlos Santos Silva,26,186,86,CB,Derecho,77,44,58,68,78,80
Karl Brillant Toko Ekambi,26,185,74,"ST, LM, LW",Derecho,79,78,67,78,27,68
Ruslan Malinovskyi,26,181,85,"CM, CAM, CDM",Izquierdo,71,77,81,77,64,80
Mamadou Sakho,29,187,83,CB,Izquierdo,53,33,65,56,78,83
Joshua King,27,184,82,"CF, ST",Derecho,88,79,69,79,38,75
Haris Seferović,27,189,85,ST,Izquierdo,71,77,67,71,47,86
Víctor Laguardia Cisneros,29,185,80,CB,Derecho,53,45,55,48,80,79
Phil Jones,27,185,71,CB,Derecho,55,51,61,58,78,76
Serge Aurier,26,176,76,"RB, RWB",Derecho,77,59,73,76,77,76
Leonardo Spinazzola,26,186,75,"LM, LB",Derecho,81,64,74,80,76,73
Kenny Lala,27,178,78,RWB,Derecho,79,54,76,77,74,76
Santiago Arias Naranjo,27,178,72,RB,Derecho,83,53,69,75,76,77
Daniele Baselli,27,182,70,CM,Derecho,71,73,79,81,66,68
Téji Savanier,27,171,62,"CM, CDM",Derecho,71,69,81,79,66,68
Leonardo Carrilho Baptistão,26,181,71,"ST, RW, RM",Derecho,77,75,72,79,33,67
Joël Veltman,27,184,75,"CB, RB",Derecho,66,49,66,68,79,78
Davide Zappacosta,27,182,72,"RB, RWB",Derecho,78,66,72,75,76,74
武磊,27,174,66,"ST, LM, LW",Derecho,87,74,72,80,36,66
David Villa Sánchez,37,175,69,"ST, LW",Derecho,65,81,74,80,34,67
Burak Yılmaz,33,188,77,ST,Derecho,80,81,65,69,34,77
Salomon Armand Magloire Kalou,33,185,79,"LM, ST, RM",Derecho,65,78,74,85,43,59
Dante Bonfim da Costa Santos,35,188,85,CB,Izquierdo,36,52,67,63,80,76
Mathieu Debuchy,33,176,76,RB,Derecho,69,67,73,75,78,73
Ezequiel Iván Lavezzi,34,173,75,"ST, CAM",Derecho,84,79,78,83,40,71
Borja Valero Iglesias,34,175,73,"CAM, CDM",Derecho,48,69,84,82,66,60
Martin Škrtel,34,191,81,CB,Derecho,51,38,50,51,78,82
Jonny Evans,31,188,77,CB,Derecho,56,32,59,53,80,75
Diego Hernán Váleri,33,178,75,"CAM, ST",Derecho,58,79,78,79,41,66
Niklas Moisander,33,183,76,CB,Izquierdo,50,49,69,70,80,71
Domenico Criscito,32,183,75,"LB, CB",Izquierdo,74,61,76,72,79,75
Antonio Candreva,32,180,70,RM,Derecho,74,78,76,80,61,67
Iván Marcano Sierra,32,189,77,CB,Izquierdo,65,46,59,59,79,75
Kevin-Prince Boateng,32,185,86,"CF, CM",Derecho,65,79,78,80,67,77
Augusto Matías Fernández,33,177,71,"CM, CDM",Derecho,68,70,76,78,71,74
Ignacio Monreal Eraso,33,180,77,"LB, CB",Izquierdo,63,61,71,74,80,68
Ángel Luís Rodríguez Díaz,32,172,68,ST,Derecho,74,79,61,79,34,64
Esteban Félix Granero Molina,31,180,78,"CM, LM, RM",Derecho,47,74,81,76,67,67
Éder Citadin Martins,32,179,72,ST,Derecho,86,78,73,83,29,65
Ruud Vormer,31,178,79,CM,Derecho,60,74,79,70,75,79
Séamus Coleman,30,177,77,RB,Derecho,74,65,73,77,79,71
Adam David Lallana,31,178,73,CM,Derecho,67,71,79,82,62,65
Anthony Modeste,31,187,84,ST,Derecho,74,78,63,72,35,80
Max-Alain Gradel,31,177,70,"LW, LM",Derecho,84,78,73,81,42,62
Yuri Berchiche Izeta,29,180,80,LB,Izquierdo,80,64,71,74,78,81
Mariano Ferreira Filho,33,177,69,RB,Derecho,82,64,75,76,71,76
Ömer Toprak,29,186,83,CB,Derecho,71,37,62,66,80,74
Nikola Kalinić,31,187,80,ST,Derecho,67,76,64,74,42,72
Cristhian Ricardo Stuani Curbelo,32,186,76,ST,Derecho,69,78,69,75,48,82
Kwadwo Asamoah,30,173,75,LB,Izquierdo,74,68,78,82,79,74
Alex Teixeira dos Santos,29,174,72,"ST, CAM",Derecho,92,76,73,82,42,72
Senad Lulić,33,183,78,LM,Derecho,78,72,77,78,75,76
José Salomón Rondón Giménez,29,186,85,ST,Derecho,69,77,62,70,37,82
香川 真司,30,175,68,"CAM, CM, CF",Derecho,62,67,75,84,54,45
Jack Wilshere,27,172,68,"CM, CAM, CDM",Izquierdo,64,68,80,81,63,66
José Ángel Valdés Díaz,29,182,77,LB,Izquierdo,69,54,75,74,79,69
Iago Falqué Silva,29,174,69,"CF, RW",Izquierdo,75,74,79,84,41,54
Javier Matías Pastore,30,187,78,"CM, LW, RW",Derecho,62,73,81,82,56,58
Maicon Pereira Roque,30,191,89,CB,Derecho,53,55,66,54,79,83
Fabián Orellana,33,171,64,"RM, CAM, LM",Derecho,72,75,78,81,40,45
艾克森,29,180,83,"ST, LW",Derecho,81,77,73,77,49,76
Enrique García Martínez,29,186,79,"ST, LM",Derecho,61,79,63,75,38,73
Sergio Escudero Palomo,29,176,72,"LB, LM",Izquierdo,72,63,74,71,79,72
Mario Gaspar Pérez Martínez,28,182,74,"RB, RM, CB",Derecho,74,70,71,72,79,76
Víctor Ruíz Torre,30,185,78,CB,Izquierdo,52,42,63,59,80,76
Ishak Belfodil,27,191,86,ST,Derecho,71,77,69,78,36,81
Andriy Yarmolenko,29,190,83,"RM, RW",Izquierdo,68,80,78,82,42,70
Wahbi Khazri,28,176,82,"ST, CAM",Derecho,76,80,77,79,43,68
Enzo Pérez,33,178,77,"CDM, CM",Derecho,67,71,76,75,75,78
Daniel Caligiuri,31,182,80,"RWB, RB, RM",Derecho,74,74,77,79,72,76
Danilo Luiz da Silva,27,184,78,"RB, LB",Derecho,71,70,74,74,78,76
Nicolas Pallois,31,189,89,CB,Izquierdo,49,53,60,56,79,84
Víctor Machín Pérez,29,185,79,"LM, RM",Derecho,76,76,76,79,41,75
Milan Badelj,30,186,80,"CDM, CM",Derecho,54,63,76,73,76,71
José Luís Mendes Andrade,28,184,88,ST,Izquierdo,82,73,60,78,33,78
Damián Nicolás Suárez Suárez,31,173,68,"RB, RM",Derecho,76,67,74,73,78,76
Roque Mesa Quevedo,30,171,74,"CDM, CM",Derecho,71,61,74,77,71,77
Mário Rui Silva Duarte,28,170,67,LB,Izquierdo,83,49,73,79,73,67
乾 貴士,31,169,69,"LM, RM",Derecho,81,72,75,84,46,54
Denis Cheryshev,28,179,74,"LM, LW",Izquierdo,77,79,78,78,55,67
Carlos Arturo Bacca Ahumada,32,181,77,ST,Derecho,70,76,64,76,33,66
Andreas Samaris,30,189,84,"CDM, CM",Derecho,57,66,70,70,79,84
Jonas Hector,29,185,75,"LB, CDM",Izquierdo,75,60,75,75,78,75
Rubén Peña Jiménez,27,170,65,"RB, RM",Derecho,83,71,72,81,75,69
Abderrazak Hamdallah,28,182,81,ST,Derecho,76,79,68,73,30,75
Darío Benedetto,29,177,80,ST,Derecho,80,80,66,75,38,73
Leonardo Sigali,32,181,72,CB,Derecho,68,41,44,59,80,74
Raúl Michel Melo da Silva,29,187,80,CB,Izquierdo,51,54,59,57,79,83
Petros Matheus dos Santos Araujo,30,181,77,"CDM, CM",Derecho,70,67,73,76,74,77
Dyego Wilverson Ferreira Sousa,29,190,83,ST,Derecho,55,81,53,71,30,86
Francisco das Chagas Soares dos Santos,28,187,82,ST,Derecho,82,75,60,75,48,80
Rubén Alcaraz Jiménez,28,183,81,"CM, CDM",Derecho,64,73,79,71,80,82
Maikel Renan Catarino Fagundes,35,177,75,"RB, RM",Derecho,79,51,70,78,77,67
A. Benjamin Chiamuloira Paes,31,182,79,"CB, LB",Izquierdo,70,48,60,52,79,78
Melvin Luan Parrela Porfírio,31,188,88,CDM,Derecho,71,70,70,72,80,83
Luan Vágner Boas Macedo,31,176,73,ST,Derecho,84,79,65,80,27,66
Daniel Martín Lenzado,31,182,79,"CB, LB",Izquierdo,70,48,60,52,79,78
Enzo Martín Riquero,31,175,70,"CDM, CM, CAM",Derecho,81,57,72,76,78,74
Enzo Manuel Aguerro,31,176,73,ST,Derecho,84,79,65,80,27,66
Ismaïla Sarr,21,185,76,"RM, LM",Derecho,94,77,68,81,22,64
Declan Rice,20,185,80,"CDM, CB, CM",Derecho,62,37,64,68,77,77
Florian Neuhaus,22,183,74,CM,Derecho,70,66,75,79,64,67
Matías Zaracho,21,171,64,"CAM, RM, CM",Derecho,87,66,74,83,63,62
Francisco Reis Ferreira,22,192,78,CB,Derecho,54,43,56,63,80,76
Joachim Andersen,23,192,90,CB,Derecho,60,40,54,55,78,79
